age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
21,Female,India,2.4122583951021914,Twitter,1,Entertainment,19.203555816748395,1,7.620588008075977,Low,84.65502422183118
16,Female,Australia,2.926503261240497,Instagram,4,Entertainment,19.057192548807496,1,7.015342485294808,Medium,8.675785654151053
25,Male,India,4.493581547868609,TikTok,5,Content Creation,14.620894542044685,0,5.841751326299598,Medium,23.4550258027043
21,Female,Canada,4.351897755965891,YouTube,3,News,21.04260637216835,0,8.104355776792563,Medium,22.76946694854923
15,Male,Canada,3.7520549812732233,YouTube,4,Entertainment,15.95421842115874,0,8.621821845159165,Medium,27.573026442232432
19,Male,USA,2.652431401854032,Instagram,1,News,26.15662490373695,1,7.643017616058843,Medium,72.81267903772795
18,Male,India,4.3001059114435085,Snapchat,1,Entertainment,30.969776278062103,0,7.795082439009863,Medium,0.0
20,Female,USA,2.20955890442902,TikTok,3,Entertainment,40.13685432636751,1,6.526851206179412,Low,27.49092501286222
23,Male,Brazil,3.355251847837732,YouTube,1,Education,13.08335679849591,1,8.469053867626457,Medium,29.212798906500197
21,Male,USA,1.3491794749437291,Instagram,1,News,30.815162897011756,0,7.349460128580289,Low,15.968410162034218
26,Female,India,3.817260442378184,TikTok,4,Socializing,18.497839692601787,1,8.658566339577787,Medium,58.95895279863566
17,Male,India,1.7006416685442287,Twitter,5,Socializing,22.69115290289336,1,6.353229200953946,Low,36.32637884732208
13,Female,Australia,3.869481360380049,Twitter,4,Entertainment,31.66278303993219,1,6.7134064857516655,Medium,26.556011167067176
15,Male,India,2.778037196725069,TikTok,5,News,25.870096175542272,1,8.770528239242516,Medium,57.48522453517086
22,Other,Germany,3.992433771752161,TikTok,5,Socializing,31.323048733435783,1,5.2258399341534725,Medium,81.67951188528696
24,Male,USA,1.877904277518902,TikTok,5,Content Creation,28.17571894213921,0,8.631336124923823,Low,81.71501234787837
20,Male,India,2.4039633253178856,TikTok,3,Education,23.7014773038175,0,8.190389328175229,Low,46.92331400024028
27,Female,USA,2.0103219603255584,Snapchat,2,Socializing,26.26159518245443,0,7.577660346251285,Low,41.472803163495165
23,Male,UK,1.559865577687276,YouTube,2,Education,9.559003703537892,0,9.389955637915136,Low,30.99289569993328
18,Female,Australia,4.928977692963022,TikTok,3,Education,12.863418991913315,0,7.390584652310165,Medium,47.04196427801436
20,Male,India,4.080280660974661,Instagram,1,Socializing,37.256399625249486,1,6.142753408119502,Medium,60.10004673250194
21,Male,India,1.921404842419808,Instagram,3,Education,31.017032394981214,1,8.00950585909183,Low,104.8499244462003
16,Male,India,3.751685729721888,Instagram,2,Entertainment,34.53517009754428,0,6.314190270489327,Medium,30.69683457682325
13,Female,India,2.5290068324838413,Twitter,2,Entertainment,8.037808406652239,0,8.134174493084592,Medium,56.913818666928535
26,Female,India,2.498517810476089,TikTok,2,Entertainment,28.44631030646545,1,8.580201705553655,Low,49.55667321977853
13,Male,USA,2.9078861868110524,TikTok,1,Socializing,36.22128350370624,0,6.962250989374727,Medium,74.28991393703161
22,Male,India,3.819617454253924,Instagram,2,Entertainment,21.410051524465587,0,7.001499382406871,Medium,47.635947398922745
16,Male,India,5.0064193322967485,Twitter,3,Education,31.42646047215428,1,7.671279549424132,High,72.7223515168841
24,Female,Germany,2.93908334682212,TikTok,4,Education,17.800487561027666,0,8.786970950136368,Medium,30.78074428307413
26,Male,India,2.5101835681412346,TikTok,2,News,28.40413867678051,0,7.93435840545547,Medium,43.45703338305701
19,Female,Germany,2.5485595879200016,Snapchat,2,Entertainment,34.58199366401052,1,9.328012371908889,Medium,59.618811781690056
14,Female,Brazil,5.236233551308519,Instagram,3,Entertainment,26.75279833702272,0,6.422531628896541,High,55.84138125936136
15,Male,USA,3.4044109867299785,Snapchat,1,Entertainment,38.643722465803904,1,8.780707714304427,Medium,37.79641332178744
13,Female,USA,3.840458301564192,Twitter,4,Content Creation,25.8455494732036,0,7.484723494317815,Medium,49.48043604317134
17,Female,Canada,0.9877979559686928,Snapchat,5,Education,5.670267177224627,1,8.718936341613732,Low,65.24764688897866
13,Male,UK,3.43919390063734,Snapchat,2,Entertainment,28.61924966283579,1,7.675986735897863,Medium,76.40912382826437
20,Male,Australia,2.199009742966094,Snapchat,4,Education,11.060622388119864,1,7.460654729393839,Low,41.048771406771145
13,Female,Germany,3.486982325047993,YouTube,1,Entertainment,13.866505907002182,1,7.106724453971044,Medium,35.93972483949532
23,Other,India,1.4714042070790423,Instagram,4,Socializing,31.71098838413654,0,9.188364694092384,Low,46.07238247782393
13,Male,Germany,1.906586319299637,Instagram,3,News,27.51666270026173,0,8.121052475021356,Low,26.784426788637845
14,Male,USA,4.731587305640891,YouTube,2,News,35.42165556363551,1,6.3801179402881,Medium,61.25445538139439
14,Other,UK,4.868454491708606,YouTube,5,Education,24.516957178305024,1,7.29849837221393,Medium,50.75709126131402
24,Male,Canada,5.67947801496024,YouTube,1,Education,12.899771415156048,1,4.6736307522173215,High,22.547661444462086
18,Male,India,2.007474848757926,Snapchat,1,Content Creation,35.431882548851235,1,8.806400513057433,Low,56.97188207911763
19,Female,Germany,2.8582156588350296,Instagram,3,Entertainment,34.83817287228364,1,8.420052825015127,Medium,0.0
17,Male,USA,4.003974339911649,Instagram,2,Entertainment,27.684033094178705,1,8.68525488906906,Medium,60.6433723934865
13,Female,Canada,4.392082527308567,Instagram,1,Entertainment,21.349030302573727,0,5.771281686437116,Medium,82.31721717566116
13,Female,USA,3.0949664787702167,YouTube,4,Entertainment,22.446282436531504,1,8.873323077504237,Medium,13.27564130476576
15,Female,India,5.194538699484504,YouTube,5,Education,26.457096120232087,1,5.937279312799324,High,31.94284413862627
26,Female,India,1.6992329105651,Instagram,4,Entertainment,31.367498913152325,1,8.122735558837606,Low,25.388864155460507
14,Female,USA,2.696384596860933,Twitter,1,Socializing,7.464893048973458,0,6.881961426446591,Medium,11.478143023461392
17,Male,Germany,1.878220303547574,TikTok,5,Entertainment,27.579696700336708,1,8.458850192382934,Low,35.461912982032295
24,Female,Germany,4.672018966282431,Instagram,1,Socializing,26.473715169044397,1,7.906033332886341,Medium,44.92364210731017
22,Male,India,3.6118814842573914,YouTube,2,News,18.22961738110425,1,8.416352458547113,Medium,56.483987373168574
18,Male,Brazil,6.3344365510527245,YouTube,1,Education,26.999101557895884,0,4.091367812379849,High,39.72083172396016
19,Female,Canada,2.168510047454046,TikTok,2,Entertainment,41.67117446268193,0,7.014628546895303,Low,68.45659975434134
16,Male,Germany,2.004747287446891,YouTube,3,Entertainment,30.878720738657076,1,9.501723091990844,Low,37.28546605091464
19,Female,Brazil,0.6157716535725739,TikTok,4,Education,37.989928736504815,0,10.0,Low,84.6359943874001
23,Male,Canada,4.907806416398609,YouTube,2,Education,14.953053564426996,1,8.0089284117423,Medium,32.37499674992273
20,Male,Germany,3.1640747056624003,Instagram,5,Entertainment,5.0,0,9.360928045521918,Medium,28.62599594135043
23,Female,UK,4.94690785739788,TikTok,5,Socializing,21.423758685956237,1,6.10386191994483,Medium,20.828125973720404
13,Male,UK,3.916443137652738,TikTok,2,Entertainment,24.03926614450601,0,7.837876400215201,Medium,50.88488111597087
27,Male,Canada,0.6110623216779172,YouTube,5,Education,34.090115577291115,0,6.945362012417842,Low,63.535042079996416
18,Other,India,4.067413619963696,Instagram,2,Entertainment,40.36798798950959,0,7.0398391835188345,Medium,48.465940474634095
20,Male,India,4.0814317477478586,Instagram,2,Socializing,17.076172938859013,1,7.318907193168174,Medium,57.17168016901019
17,Male,India,2.604241011794916,YouTube,3,Entertainment,37.650344610149446,1,7.112588075843576,Medium,30.549201109770777
16,Female,Australia,2.418100210715516,YouTube,3,Entertainment,30.07515699042669,1,8.243251785379792,Low,46.90218017981732
14,Other,USA,5.993790917337561,Snapchat,4,Socializing,34.95874558034034,1,4.79828441736673,High,44.34721212268046
18,Female,Canada,2.06502123048677,YouTube,3,Entertainment,10.276421523140035,0,10.0,Low,54.70049971263158
18,Male,Germany,3.3946713722668105,YouTube,3,Socializing,38.521211108922365,0,6.9333601116308055,Medium,62.86226612852092
23,Female,USA,3.0710237697339995,TikTok,2,Entertainment,32.766516635879114,1,7.273307307718082,Medium,57.087005014556446
27,Female,USA,4.951837427329318,YouTube,1,Education,35.34815038825589,1,5.588363376016408,Medium,28.084458329197854
13,Female,India,3.605510112201914,Instagram,2,Education,14.297017179297155,1,7.640169865634613,Medium,22.886689414892828
21,Female,Canada,1.059434521729913,YouTube,3,Education,14.028387010321415,1,9.679741398620374,Low,64.37178833303454
24,Female,Germany,4.758466133420527,TikTok,4,Content Creation,16.85592001055831,0,4.167980124359927,Medium,62.285544437258174
23,Male,India,0.5,TikTok,3,News,33.24420750365472,1,9.57185414600075,Low,39.06309579627207
18,Female,India,2.8686891528528213,Snapchat,2,Entertainment,22.82833334026632,1,8.153548658072058,Medium,4.2045911261539
25,Male,India,4.558137722584474,TikTok,2,Socializing,20.23904799978964,0,7.439376954125248,Medium,62.44159121498981
15,Other,India,2.253066985348442,Instagram,3,Content Creation,15.952844627620864,1,8.7118424758738,Low,20.837013564937244
16,Male,Canada,3.1709746194704778,Instagram,1,Entertainment,33.19516446066304,1,8.036765605754718,Medium,99.86790411142464
24,Male,Brazil,3.68860357189712,YouTube,4,Education,28.37888240381149,1,8.44297942150204,Medium,54.67986614564222
23,Female,Canada,4.1736111325082685,TikTok,1,Education,25.78398898216443,1,8.4353279257314,Medium,31.139422339492267
16,Female,Germany,2.523137607173013,Instagram,3,Entertainment,25.42069157700548,1,7.772635162404344,Medium,14.440247460323818
15,Male,Germany,5.065257156733452,TikTok,1,Socializing,11.215640112065996,1,6.570500574139121,High,68.370255442887
22,Female,Australia,2.4962856711842774,YouTube,3,Socializing,28.2490492928714,0,8.433036051723132,Low,16.13078070373177
15,Male,Canada,1.228721481427928,TikTok,1,News,47.961250662185705,1,8.750721302491984,Low,62.796264893426425
27,Male,India,3.702691532420055,TikTok,3,Socializing,16.667020930299756,1,7.62515802930614,Medium,62.96029369141578
15,Male,USA,2.64965639561652,Instagram,3,News,22.690319806845668,1,8.240206207154607,Medium,31.588759166654956
16,Female,USA,7.611356266036124,YouTube,5,Education,17.159493059451016,1,2.5683409062864664,High,53.43873200520673
19,Male,UK,4.568837807924529,TikTok,1,Socializing,15.450827641729196,0,8.129522858824544,Medium,14.875548100994076
16,Female,USA,6.348982462409445,TikTok,4,Socializing,31.01897962608109,1,4.546236339062347,High,37.59377625891393
21,Female,Germany,3.956848226580552,Instagram,3,Entertainment,17.892435876052545,1,6.124603970281873,Medium,77.32571733086132
13,Female,UK,4.424582896995518,Snapchat,1,Education,28.46165414449748,0,6.683391811479705,Medium,32.25268215879751
20,Male,Canada,5.124273289108332,YouTube,2,Socializing,29.56271699223804,1,4.964039191575891,High,84.11535056950653
19,Male,Australia,2.403347314385572,Twitter,4,Content Creation,24.77623258172215,0,9.525177892247116,Low,55.42684697528557
14,Male,Brazil,4.823340266137462,Instagram,4,News,10.63755494958632,1,7.324021067389362,Medium,54.93299996831216
20,Male,USA,1.8824613144266864,Instagram,2,Content Creation,15.840855437553763,1,9.75614266984263,Low,63.11825310960274
13,Other,India,2.1176807429901467,YouTube,5,News,39.86698369785877,1,8.124332118347878,Low,63.795800785206055
23,Male,USA,5.918239999884239,Twitter,5,Socializing,18.189972690303563,0,6.20369303712726,High,88.64112612922801
24,Male,UK,1.440844742840888,TikTok,5,Education,29.07341850816941,1,8.881244272109981,Low,45.48119442062892
21,Male,UK,3.8541551735204895,YouTube,4,Socializing,30.58319333919462,1,7.127866296012673,Medium,26.640974321879472
21,Female,Australia,2.884296292414095,Instagram,5,Socializing,25.704213929674967,1,8.7595447270707,Medium,41.70509983423684
14,Female,USA,3.392894950706763,Instagram,1,Education,23.16811805901668,1,6.176028775657078,Medium,26.22259235855692
19,Female,India,0.5,Snapchat,5,Entertainment,36.84414071544106,1,7.897820179774449,Low,11.990686156035018
27,Male,UK,3.996325343411331,Instagram,4,Socializing,22.048404109360497,0,9.177354378250758,Medium,0.0
26,Female,India,4.078897449900939,TikTok,3,Entertainment,45.36357227943618,0,6.031253163169775,Medium,25.19894152477612
22,Male,India,3.562352800224695,Snapchat,1,Entertainment,17.182768096964985,0,7.639496743567625,Medium,58.61545187281938
15,Male,UK,3.2502214970322862,TikTok,4,Entertainment,19.064508687265203,1,8.055017876808193,Medium,37.39587982810721
19,Male,UK,3.747048069547047,Snapchat,3,Entertainment,21.15824155770041,0,8.427092097523905,Medium,55.325135188390405
24,Female,USA,4.649229413328408,TikTok,3,Education,11.344762534794482,1,7.322791033429484,Medium,23.86756417277023
22,Male,India,2.020141758018264,YouTube,3,Entertainment,9.21159973333976,1,7.71014653410746,Low,11.977942348703069
21,Male,Germany,4.617660302596256,YouTube,5,Entertainment,19.426159673419445,0,7.537415827361289,Medium,11.03366283207734
16,Male,UK,4.924056259706262,Instagram,1,Socializing,26.503050214484347,0,6.335198746370933,Medium,30.349778506025547
24,Female,USA,3.8866522771577774,YouTube,2,Entertainment,5.0,1,5.603933792477525,Medium,39.15238707122426
13,Male,UK,5.372570200188276,Instagram,3,Socializing,18.691149663596057,1,7.541532268430217,High,60.76420739715592
14,Female,India,4.158934036838508,YouTube,1,Entertainment,14.429441528258035,0,6.960504892470603,Medium,44.730352265597375
13,Male,India,4.055141064769163,YouTube,3,Entertainment,19.529216687436005,1,4.623454526281096,Medium,71.03474209929277
26,Male,USA,0.5,Twitter,2,Entertainment,8.935250229294354,1,9.561967358908554,Low,53.331046981370974
24,Male,Brazil,3.588830293638137,TikTok,5,Socializing,13.517242785513844,1,6.883887844521636,Medium,84.46657933069508
17,Male,Canada,5.18028218842216,TikTok,4,Entertainment,34.94176315701013,0,5.320249583133932,High,26.540885057704724
17,Female,Australia,1.562277895040737,TikTok,5,Content Creation,20.24946689962947,0,8.685542618198786,Low,34.601230076355314
23,Male,India,2.460362426967716,TikTok,2,Entertainment,27.11045953289968,1,7.446020764060555,Low,19.24020305742411
19,Female,India,2.3207400660303934,YouTube,5,Socializing,23.14517535610703,0,8.587316144760113,Low,15.90757793919662
21,Male,UK,5.213451831376187,Instagram,2,Education,52.79602392631006,1,7.269503513461996,High,45.11354580867928
21,Female,USA,4.682129500361009,YouTube,3,Entertainment,16.429695280986557,1,7.692896956674041,Medium,114.30210303920096
15,Male,UK,3.820267365501354,TikTok,4,Socializing,21.324289071649236,0,6.082745719794284,Medium,67.8962902208391
15,Female,Canada,3.953850286784164,Instagram,3,Education,16.106954335760875,0,8.000581087605136,Medium,58.09353456234317
15,Female,USA,1.7578294707418929,TikTok,3,Content Creation,17.936325601019533,1,8.313210012027556,Low,54.48055046954163
16,Female,Brazil,6.498859149790798,Instagram,1,Content Creation,9.77318801395991,1,5.741188891836523,High,87.650719096432
20,Male,Australia,5.166113118898413,TikTok,4,News,22.796283019586703,0,4.323958269297179,High,64.16176705192687
18,Other,Canada,5.312051178435288,Twitter,2,Entertainment,7.785495168029236,0,6.07314489959776,High,25.176121918621824
20,Male,Germany,2.586792038547757,TikTok,4,Socializing,33.63346384547289,0,6.187428102055916,Medium,37.52649810691153
13,Female,India,1.8749907900303628,TikTok,1,Socializing,17.972543509370972,0,9.732102957487015,Low,37.17521066474092
20,Female,Australia,4.3034612829010905,YouTube,3,Entertainment,28.467187211502942,0,6.705535491947942,Medium,40.4766682027232
16,Male,USA,5.7435485179862855,Instagram,2,Socializing,16.30125308912177,0,5.4969434736311085,High,61.24993189183834
23,Other,UK,4.27302069334046,Instagram,2,Entertainment,17.291325400418096,0,5.936438052205483,Medium,58.03747892625719
13,Male,India,1.789377442334961,Instagram,2,News,23.963263322460534,1,8.199882499342564,Low,49.57745228585944
20,Male,UK,3.052402336304484,Snapchat,3,Entertainment,5.0,1,7.608138408252601,Medium,78.87835471696765
16,Male,India,3.099634933857585,TikTok,1,Socializing,28.08152645093267,1,6.1448742001406,Medium,56.09949726886703
18,Female,UK,3.615420264205812,YouTube,3,Socializing,44.08558418794952,1,5.867286769329703,Medium,50.82610217479419
20,Male,USA,4.673945784829682,Instagram,5,Entertainment,21.18898892821153,1,5.505339305482543,Medium,36.47017309488133
16,Female,India,2.102152747233046,YouTube,2,Entertainment,26.534310367919087,0,8.217643983262263,Low,79.94149850930697
26,Male,India,3.505211713856057,Instagram,4,Entertainment,15.178737108397218,1,6.784103956114414,Medium,41.93971410955179
15,Male,UK,3.2748975284825983,Instagram,3,Education,13.361720779223216,1,7.929955717032416,Medium,26.652008337427404
26,Female,Canada,4.789656688869817,TikTok,4,Socializing,11.745784631469943,0,7.350741012134868,Medium,35.965806168020464
21,Female,India,2.917885085993053,Snapchat,4,Content Creation,37.95990225723418,0,9.225502713837022,Medium,27.63563318234597
15,Male,India,2.300552000693165,Snapchat,1,Entertainment,11.29486532548892,0,8.407610318354784,Low,83.3157660750106
21,Female,Brazil,4.209844147575224,YouTube,1,Socializing,25.57667830324225,0,5.556243408324194,Medium,42.53444013606362
25,Male,USA,4.172700300254012,Instagram,4,Entertainment,18.280109633591444,0,7.385557428671442,Medium,26.63489652572413
14,Female,Brazil,1.7169800590019844,Snapchat,3,Entertainment,29.695847972860165,0,9.757696073969358,Low,44.39990523262437
26,Female,India,2.795456665808328,TikTok,1,Education,25.34737661813141,0,7.682727919522016,Medium,61.42559442179092
14,Male,UK,5.373375729449638,Instagram,2,Socializing,30.191351228865365,1,5.482506193115706,High,35.17162055409878
14,Female,Germany,6.874078989335994,Snapchat,3,Socializing,19.175061173039023,0,3.0707877922378946,High,60.74609325484691
18,Other,USA,3.8048580496027866,Instagram,1,Socializing,29.89798087645257,1,5.474974787565989,Medium,29.62537293332324
15,Female,India,4.340030447856161,TikTok,4,Socializing,19.84193214540761,0,5.78807684148143,Medium,48.29366123203775
25,Female,India,2.5927141257106987,Instagram,5,Entertainment,39.12464009593442,1,7.55839555942569,Medium,46.70863142169068
21,Male,Canada,4.196461209444616,Instagram,2,Education,52.46709474983618,1,6.6001520966910014,Medium,20.93602780502901
16,Female,Brazil,3.679633848111666,YouTube,3,Entertainment,31.97759897208487,0,6.054500709808386,Medium,55.28304263498792
13,Male,India,4.096244151319057,Instagram,1,Entertainment,20.0424288064359,0,6.176066864208448,Medium,0.0
16,Male,India,3.1147404311590776,Snapchat,4,Content Creation,11.334764563351774,1,7.3205248175858015,Medium,38.33423361805416
13,Male,Brazil,2.584903509203188,TikTok,4,Education,24.833430742669183,1,9.616636058428009,Medium,29.141452582353292
26,Female,Canada,5.867964161510871,Instagram,2,Education,16.913830913124173,0,4.749897541878152,High,49.12082213361019
17,Female,India,0.6688931904641762,Instagram,3,News,28.540724843749928,0,9.380307753070923,Low,57.09576113319328
16,Male,India,4.789203635454955,Twitter,3,Socializing,32.015107411612625,1,6.596445480105702,Medium,75.47812375299671
20,Male,Germany,3.857481604866129,YouTube,4,Entertainment,33.16119858050797,0,6.984063174823264,Medium,30.13765421026477
20,Female,India,4.609894487521834,Instagram,2,Content Creation,28.855507060594693,0,6.137594021712244,Medium,40.18641988742039
19,Male,India,2.779347798833547,YouTube,3,Education,19.470955508151405,1,8.25981700951809,Medium,29.372043758514263
15,Male,India,2.85826332097882,TikTok,2,Entertainment,5.0,1,8.094025344917284,Medium,48.94717418792303
13,Female,USA,0.94670712344372,TikTok,1,Entertainment,26.5182489678576,0,8.935464684885178,Low,46.98034692218162
13,Female,India,3.5714130157691875,TikTok,3,Content Creation,14.397271901575031,1,7.204296194599473,Medium,34.99253628014353
24,Male,India,6.55746446491589,Instagram,2,Socializing,22.86244548308149,1,6.621847463223721,High,35.71712575398816
23,Male,India,4.527145304742117,YouTube,1,Entertainment,33.19247182707024,0,7.281325033522629,Medium,55.9957584487327
15,Male,Germany,3.42296374722763,TikTok,1,Socializing,5.0,1,7.911757609828795,Medium,36.88334983673127
18,Other,USA,6.107394706554548,Twitter,3,Education,5.681626476685803,1,4.042606392685624,High,54.29361090739518
19,Female,UK,4.2228009491189695,Instagram,5,Entertainment,8.95566188748382,1,7.279780891849029,Medium,26.588125924219568
18,Male,India,3.2912275404877818,Instagram,4,Education,40.97451928700411,1,6.765247982466015,Medium,38.48253451901128
26,Other,India,2.6811495937887737,TikTok,4,Education,5.0,0,6.23524298376956,Medium,44.18846091334007
26,Male,USA,4.0655076020518015,TikTok,4,News,31.52157581777087,0,6.062256719325177,Medium,25.081004990806207
18,Female,USA,5.732484423849225,TikTok,1,Entertainment,43.24466900328987,1,4.027337276011792,High,55.69592207976524
18,Male,USA,0.7653523369241109,Instagram,5,Socializing,26.276228664777317,0,9.06354968332798,Low,21.095006479698228
25,Female,India,5.400698138728246,YouTube,1,Education,18.80609264479613,1,6.837324230833086,High,64.2078013267246
15,Female,USA,3.281061254152382,TikTok,4,Socializing,6.555867979299965,1,7.688495970808329,Medium,53.98935117009579
18,Male,UK,3.596363053126845,TikTok,3,Entertainment,16.037921504103934,1,7.766231497054227,Medium,56.42195804361941
20,Female,UK,2.125990406711507,Snapchat,5,Socializing,23.15910178038133,0,7.740175977348583,Low,57.08168236141921
23,Male,Brazil,4.104311503434641,TikTok,4,Socializing,30.73899963892366,1,7.136649345283281,Medium,43.55048741584661
23,Male,Brazil,2.928246084835015,Instagram,5,Content Creation,29.665003993858782,0,6.854591830462372,Medium,33.51491591726012
14,Female,Brazil,3.010638557461822,TikTok,4,Entertainment,15.873263777749877,1,5.919436558747877,Medium,0.0
17,Male,India,3.1969306747783595,Instagram,3,Entertainment,23.696370185645826,0,7.136326431712937,Medium,43.50774176251591
26,Male,Brazil,4.5180577886403945,YouTube,3,Entertainment,21.74226651489066,1,4.232087618735095,Medium,18.348159026791265
13,Female,Canada,3.642830968475595,TikTok,5,Socializing,16.713579041876564,0,6.154192057212957,Medium,47.08161954517702
24,Male,India,4.793843117109759,YouTube,4,Socializing,34.106343957782784,1,5.546292029870296,Medium,34.597751678139105
27,Female,India,3.035068783448915,Instagram,2,Entertainment,46.14541735402067,1,7.475270400339149,Medium,17.322576922166565
13,Male,India,2.042038222600342,TikTok,5,Socializing,30.672871957906587,1,9.20924291655078,Low,42.28475259273219
17,Male,Australia,4.497276803507536,Instagram,5,Socializing,27.702313065499872,0,3.885725977685376,Medium,25.57225827866764
24,Male,Germany,2.3456660474924877,YouTube,3,Entertainment,38.781713911199006,0,7.430082866659191,Low,41.23494301559608
25,Male,UK,4.446331084446359,YouTube,4,Socializing,37.75776364252009,0,5.741172721978859,Medium,42.23937235502959
15,Male,Germany,6.803672217034657,Instagram,1,Entertainment,23.140983950067664,1,2.822650329057504,High,58.12218264004132
16,Female,USA,2.3190931158844217,Twitter,2,Entertainment,37.37804259374218,1,8.46113660014569,Low,52.19070508895523
15,Female,India,2.6032999399179784,Snapchat,2,Entertainment,30.847828654434387,1,8.27198885535222,Medium,61.47178004170819
13,Male,Canada,4.989563926269734,Instagram,4,Entertainment,12.592212446417305,0,6.05686145352723,Medium,35.734298034722386
13,Male,Canada,5.449543256139754,Instagram,1,Socializing,41.14630956937834,1,5.783115210620732,High,54.46901497621951
24,Male,USA,2.4926064173019533,Snapchat,5,Education,33.3629626976923,0,7.410740476258414,Low,25.20604000046043
24,Male,USA,0.8473043309576731,Instagram,4,News,45.10299777853909,1,9.030186120808036,Low,37.38770803796904
26,Female,Canada,3.266635291526459,Instagram,4,Entertainment,19.349335522107104,1,7.660155778972155,Medium,41.22325507661495
25,Female,UK,3.598170590292224,YouTube,1,Socializing,17.729533573564016,1,6.288018716858122,Medium,63.23106312141144
26,Male,USA,3.477542317002533,TikTok,2,Education,12.13472623121266,0,6.20917081512121,Medium,27.815185462023077
17,Male,Brazil,4.32624236146246,YouTube,4,Education,26.67989859834813,0,7.2647624293057,Medium,32.068399950096925
18,Male,Brazil,2.41420558160357,YouTube,4,Socializing,28.86839372357674,1,7.121369333977755,Low,78.63870731284432
15,Female,Germany,2.87684289456704,YouTube,4,Education,20.189078258910985,1,7.543562797324614,Medium,23.799547244861984
24,Male,Brazil,4.331357016411331,YouTube,5,Socializing,20.209027302416477,1,4.578912026440234,Medium,73.89032447726129
21,Male,India,2.3020987166471416,YouTube,1,Education,9.70841645831664,1,8.78216958475586,Low,49.42115659162008
17,Male,Canada,2.689542252598927,Instagram,5,Socializing,28.445149866805178,1,7.016339949727779,Medium,13.514528828371152
20,Male,Australia,7.061732191829142,Snapchat,2,Entertainment,31.87860477958509,0,2.065887044036156,High,70.93221524215127
25,Male,India,1.9758926011439848,YouTube,3,Entertainment,5.0,1,8.60442280063242,Low,52.75625667749192
13,Female,Brazil,5.061958655186027,Instagram,2,News,19.114781487281736,1,9.428152995484458,High,21.21547821279396
26,Female,Canada,3.960653340548248,Instagram,4,Education,13.10665864027056,0,8.002529201505249,Medium,42.13433657448988
17,Female,Germany,4.334026798731054,Instagram,4,Entertainment,33.42333929042066,1,5.372124276345343,Medium,53.712700675746575
27,Male,Brazil,1.947229944589004,TikTok,5,Education,23.20216499471208,1,7.251790377658284,Low,41.551162928348575
15,Male,Canada,4.378714643601647,Twitter,3,News,16.263923042114826,1,6.322782536835765,Medium,89.59011043632759
24,Male,Germany,1.4599678159344824,TikTok,2,Entertainment,35.332066187568905,0,9.338508815660091,Low,68.81388107469247
13,Male,UK,3.014793243732721,Instagram,4,Entertainment,26.314862065655213,0,7.731293625196755,Medium,75.94855249457895
16,Male,USA,2.278740899490536,Snapchat,2,News,43.1702765079684,0,7.828642974378883,Low,51.03960306348872
27,Male,India,5.794118639318683,TikTok,3,Socializing,20.992655589227773,1,4.098625496792263,High,53.25357792348112
25,Female,Brazil,4.432193355183917,Instagram,2,Socializing,6.875159550832613,1,7.42535557596955,Medium,52.1910557665005
17,Female,India,3.2211241600773626,Instagram,4,Entertainment,43.746540566341096,1,6.724550557324573,Medium,49.54262321159035
19,Male,Brazil,2.404379032646202,Instagram,3,Socializing,22.71229213811795,0,7.710142607579251,Low,12.196367472125443
13,Male,India,3.612136021287133,YouTube,2,Entertainment,24.50363338123952,1,8.908175102389905,Medium,54.09929350486952
15,Male,Germany,2.049374427237094,YouTube,2,Education,5.0,0,7.455389388800852,Low,56.270474537702185
14,Female,India,4.918942769624152,Twitter,4,News,7.662575143800847,1,4.942919303028702,Medium,49.94466091750494
21,Female,USA,1.9991861980121388,TikTok,2,Entertainment,26.68023658417796,1,8.081594986834617,Low,56.00238750993472
22,Male,India,7.850344696561086,YouTube,5,Socializing,23.727748925159727,1,3.235380787961862,High,37.53241731633029
27,Male,India,2.528146817819871,TikTok,5,Socializing,40.94992768703891,1,7.600129927483741,Medium,36.91626704757872
18,Female,UK,2.935676345934078,Instagram,3,Entertainment,20.425208110640927,0,7.9850827980147345,Medium,0.0
22,Female,India,6.162027635630057,Snapchat,1,Entertainment,24.12904298674403,1,5.283042113382192,High,28.801709851354996
15,Female,Australia,4.790665019413325,Instagram,2,News,20.35919240057014,1,6.584359444108786,Medium,78.20705169217624
20,Female,Canada,4.083621527352729,YouTube,5,News,28.62463739327532,0,6.328224881115006,Medium,52.422321288863685
26,Female,UK,4.606217560870067,Instagram,5,Entertainment,31.429904964849527,1,6.266825969696095,Medium,31.354080821655
20,Male,India,3.0421387922981045,YouTube,5,Education,25.234082592586592,0,7.621814064409822,Medium,22.03238008608172
14,Male,India,4.118249069746875,Instagram,1,Education,37.81825255679509,1,8.221912068149381,Medium,16.44759722257778
27,Male,Brazil,1.9012768724890756,Twitter,1,Socializing,17.29376810078988,0,7.131068472503318,Low,19.067595903439862
18,Female,India,2.194637026048351,Instagram,5,Entertainment,25.1386433796303,0,8.206552409595188,Low,54.525472532177375
19,Male,India,1.140979721481278,Instagram,3,Socializing,5.0,1,9.496204467590829,Low,29.742331824805785
