age,gender,country,primary_platform,purpose,addiction_level,num_platforms_used,night_usage,sample_count,avg_daily_usage_hours,avg_session_minutes,avg_mental_health_score,avg_screen_time_before_sleep
14,Female,India,YouTube,Entertainment,Medium,4,1,81,3.660118,26.977406,7.028798,42.5274
19,Female,India,YouTube,Entertainment,Medium,5,1,81,3.7051244,24.92857,6.940271,40.429604
22,Female,India,YouTube,Entertainment,Medium,3,1,81,3.581122,25.46736,7.008119,39.729828
24,Female,India,YouTube,Entertainment,Medium,2,1,81,3.5958905,25.218594,7.3210206,37.629135
24,Female,India,YouTube,Entertainment,Medium,5,1,81,3.5961087,24.459631,7.2560167,39.891724
25,Female,India,YouTube,Entertainment,Medium,2,1,81,3.6620636,23.699041,7.2062416,39.55108
25,Male,India,YouTube,Entertainment,Medium,5,1,81,3.768027,24.336927,7.0688477,39.518444
26,Male,India,YouTube,Entertainment,Medium,4,1,81,3.6664467,24.487442,6.937627,39.8432
17,Male,India,Instagram,Entertainment,Medium,2,1,80,3.745809,25.055143,6.811155,39.213226
22,Male,India,Instagram,Entertainment,Medium,2,1,80,3.7895863,26.650208,7.064856,40.475594
14,Male,India,TikTok,Entertainment,Medium,5,1,80,3.6063793,24.567923,7.1797423,39.175026
18,Male,India,TikTok,Entertainment,Medium,2,1,80,3.703534,23.365961,7.082698,37.021202
19,Male,India,TikTok,Entertainment,Medium,5,1,80,3.7361245,25.641546,6.795642,42.929558
21,Male,India,TikTok,Entertainment,Medium,5,1,80,3.658846,25.490067,6.9477186,43.52856
22,Male,India,TikTok,Entertainment,Medium,5,1,80,3.7836716,24.91116,7.1205277,38.78275
24,Female,India,TikTok,Entertainment,Medium,3,1,80,3.6441052,24.845959,7.0624704,39.09121
25,Male,India,TikTok,Entertainment,Medium,5,1,80,3.8640072,25.7951,7.031709,43.160297
26,Male,India,TikTok,Entertainment,Medium,1,1,80,3.7510028,24.989697,6.8972983,36.638985
27,Male,India,TikTok,Entertainment,Medium,5,1,80,3.7005858,23.06757,7.0713377,43.626976
14,Female,India,YouTube,Entertainment,Medium,3,1,80,3.68743,24.030165,7.0666428,39.62908
15,Male,India,YouTube,Entertainment,Medium,3,1,80,3.7663581,23.08381,6.873905,41.91288
27,Female,India,YouTube,Entertainment,Medium,3,1,80,3.790834,25.141031,7.0356827,42.405117
15,Male,India,Instagram,Entertainment,Medium,5,0,79,3.6688638,26.199427,7.179886,38.84637
22,Male,India,Instagram,Entertainment,Medium,4,1,79,3.7327049,25.12769,6.985658,39.847965
14,Female,India,TikTok,Entertainment,Medium,3,1,79,3.599411,24.906044,7.3879075,40.844376
15,Female,India,TikTok,Entertainment,Medium,3,1,79,3.638131,25.346811,7.071721,38.01494
15,Female,India,TikTok,Entertainment,Medium,5,1,79,3.8091493,26.412989,6.9609313,41.78598
16,Female,India,TikTok,Entertainment,Medium,3,1,79,3.737999,26.692698,6.8902884,41.09388
19,Female,India,TikTok,Entertainment,Medium,3,1,79,3.782002,24.572016,6.9670243,35.941322
20,Female,India,TikTok,Entertainment,Medium,5,1,79,3.7455697,25.609509,6.807725,40.230614
21,Female,India,TikTok,Entertainment,Medium,5,1,79,3.5945363,26.088444,7.062078,41.387657
24,Female,India,TikTok,Entertainment,Medium,1,1,79,3.7613316,23.684166,6.834816,37.884075
26,Male,India,TikTok,Entertainment,Medium,5,1,79,3.7646394,23.995975,6.985505,40.010994
27,Male,India,TikTok,Entertainment,Medium,1,1,79,3.7521286,25.65839,6.814084,41.43535
16,Female,India,YouTube,Entertainment,Medium,5,1,79,3.832723,25.840443,7.0791297,38.870026
18,Male,India,YouTube,Entertainment,Medium,1,1,79,3.7000167,22.899664,6.8772697,36.353416
26,Female,India,YouTube,Entertainment,Medium,5,1,79,3.6188693,24.171116,7.1643877,39.359673
13,Female,India,Instagram,Entertainment,Medium,1,0,78,3.5878742,24.015238,7.0185633,45.900974
13,Male,India,Instagram,Entertainment,Medium,3,1,78,3.6859252,23.871449,6.9922,35.927727
26,Male,India,Instagram,Entertainment,Medium,3,0,78,3.8399532,25.21158,7.2057905,40.360237
14,Female,India,TikTok,Entertainment,Medium,2,1,78,3.7738845,25.22273,6.885583,43.887466
20,Female,India,TikTok,Entertainment,Medium,4,1,78,3.5674834,23.894459,7.1888695,42.93544
25,Female,India,TikTok,Entertainment,Medium,4,1,78,3.5925705,23.56296,6.9921217,37.46802
27,Male,India,TikTok,Entertainment,Medium,4,1,78,3.6726635,23.946287,7.15876,37.76348
13,Male,India,YouTube,Entertainment,Medium,1,1,78,3.7551875,25.800304,6.9516153,43.631737
13,Male,India,YouTube,Entertainment,Medium,5,1,78,3.7777066,24.967676,7.118764,40.3332
14,Male,India,YouTube,Entertainment,Medium,3,1,78,3.605249,24.169842,7.3559175,41.187176
16,Male,India,YouTube,Entertainment,Medium,2,1,78,3.6822782,25.285124,7.066634,37.936638
18,Female,India,YouTube,Entertainment,Medium,2,1,78,3.766255,25.276892,6.9360595,38.724297
18,Female,India,YouTube,Entertainment,Medium,4,1,78,3.6720932,26.40915,6.9877877,40.336674
20,Female,India,YouTube,Entertainment,Medium,1,1,78,3.653474,26.043467,7.3313,38.31762
21,Female,India,YouTube,Entertainment,Medium,2,1,78,3.7012074,27.957422,7.1250505,42.317295
22,Male,India,YouTube,Entertainment,Medium,2,1,78,3.810393,27.09975,6.9362235,40.585167
19,Female,India,Instagram,Entertainment,Medium,3,0,77,3.6801097,24.884241,7.153894,39.874123
25,Female,India,Instagram,Entertainment,Medium,5,1,77,3.6584325,25.050045,6.9990816,41.936134
13,Male,India,TikTok,Entertainment,Medium,2,1,77,3.7164242,27.292328,7.018261,34.887074
14,Male,India,TikTok,Entertainment,Medium,1,1,77,3.8324642,24.670918,7.035655,39.9938
17,Female,India,TikTok,Entertainment,Medium,2,1,77,3.7443073,24.955015,6.820314,36.845894
17,Male,India,TikTok,Entertainment,Medium,1,1,77,3.614521,26.242786,7.1532354,37.752472
20,Male,India,TikTok,Entertainment,Medium,3,1,77,3.7022686,23.587215,7.13379,38.761272
20,Male,India,TikTok,Entertainment,Medium,4,1,77,3.7536216,25.273045,7.1816397,38.231503
21,Male,India,TikTok,Entertainment,Medium,4,1,77,3.777557,24.73779,6.999775,41.004967
27,Female,India,TikTok,Entertainment,Medium,4,1,77,3.671704,26.901361,7.1404047,42.201782
13,Female,India,YouTube,Entertainment,Medium,2,1,77,3.743997,28.445896,7.1819305,36.743828
14,Female,India,YouTube,Entertainment,Medium,5,1,77,3.634398,23.734215,7.1083803,39.610237
22,Female,India,YouTube,Entertainment,Medium,1,1,77,3.6091619,27.066803,7.1015587,42.29871
24,Male,India,YouTube,Entertainment,Medium,2,1,77,3.5318375,26.169931,7.0699286,42.358345
26,Male,India,YouTube,Entertainment,Medium,5,1,77,3.695073,26.05054,7.1538606,36.69903
27,Male,India,YouTube,Entertainment,Medium,5,1,77,3.6570175,24.799711,7.167407,37.27923
26,Female,USA,Instagram,Entertainment,Medium,2,1,77,3.7356384,25.306276,7.019269,42.674366
14,Female,India,Instagram,Entertainment,Medium,1,0,76,3.7213929,24.539066,7.2141924,42.50242
21,Male,India,Instagram,Entertainment,Medium,2,1,76,3.745549,24.73685,6.8294053,40.1968
15,Female,India,TikTok,Entertainment,Medium,4,1,76,3.7283828,24.106962,6.925859,39.191322
16,Female,India,TikTok,Entertainment,Medium,4,1,76,3.6046512,26.889637,7.295671,42.00394
16,Male,India,TikTok,Entertainment,Medium,3,1,76,3.7257018,26.049347,7.1910186,40.080242
22,Female,India,TikTok,Entertainment,Medium,2,1,76,3.7253468,28.542603,6.967897,42.521126
23,Female,India,TikTok,Entertainment,Medium,5,1,76,3.7199283,25.177973,6.9891787,38.065933
25,Female,India,TikTok,Entertainment,Medium,5,1,76,3.6988358,23.862701,7.1539445,37.411964
25,Male,India,TikTok,Entertainment,Medium,1,1,76,3.729384,25.087177,7.218938,43.89423
26,Male,India,TikTok,Entertainment,Medium,2,1,76,3.7022579,25.55242,6.7932196,37.3686
26,Male,India,TikTok,Entertainment,Medium,4,1,76,3.5587692,25.907211,7.298546,36.259514
17,Male,India,YouTube,Entertainment,Medium,2,1,76,3.6160533,26.611578,6.9163423,39.81463
21,Female,India,YouTube,Entertainment,Medium,4,1,76,3.7028859,25.816788,6.904831,40.753117
24,Male,India,YouTube,Entertainment,Medium,4,1,76,3.5271378,24.182896,7.152804,41.16432
26,Male,India,YouTube,Entertainment,Medium,1,1,76,3.8242302,25.860065,6.851027,38.458683
26,Male,India,YouTube,Entertainment,Medium,2,1,76,3.7046883,24.158312,7.048133,38.073814
15,Female,India,Instagram,Entertainment,Medium,3,0,75,3.5834935,24.976446,7.247223,41.912884
16,Female,India,Instagram,Socializing,Medium,1,1,75,3.7301621,24.806143,7.072098,36.443962
22,Male,India,Instagram,Entertainment,Medium,3,1,75,3.7270882,24.630817,7.0181627,37.86623
26,Male,India,Instagram,Socializing,Medium,4,1,75,3.792649,25.108555,7.060228,44.68559
13,Female,India,TikTok,Entertainment,Medium,4,1,75,3.6370187,25.147617,6.942487,41.554474
15,Male,India,TikTok,Entertainment,Medium,2,1,75,3.7593741,25.338657,6.9860964,35.11781
15,Male,India,TikTok,Entertainment,Medium,4,1,75,3.7261596,25.166483,6.936835,41.647514
20,Male,India,TikTok,Entertainment,Medium,2,1,75,3.757732,25.360237,6.941864,42.620598
21,Female,India,TikTok,Entertainment,Medium,1,1,75,3.6261373,25.00143,7.236084,45.419796
22,Female,India,TikTok,Entertainment,Medium,5,1,75,3.7019627,23.619009,7.1111994,35.412914
13,Female,India,YouTube,Entertainment,Medium,1,1,75,3.7779388,27.205097,6.9256516,39.09611
13,Male,India,YouTube,Entertainment,Medium,4,1,75,3.6856906,24.669056,7.0581436,42.011436
15,Female,India,YouTube,Entertainment,Medium,4,1,75,3.5926251,24.954426,7.1417985,41.02227
19,Male,India,YouTube,Entertainment,Medium,4,1,75,3.6097674,24.975391,7.0545907,38.0201
21,Female,India,YouTube,Entertainment,Medium,3,1,75,3.7371364,25.843912,6.87536,37.363018
23,Female,India,YouTube,Entertainment,Medium,1,1,75,3.6887677,24.628056,7.046,34.305874
25,Female,India,YouTube,Entertainment,Medium,1,1,75,3.598531,26.132593,7.133548,36.607502
18,Female,India,Instagram,Entertainment,Medium,3,0,74,3.6720119,24.45393,7.2050905,43.357967
19,Female,India,Instagram,Entertainment,Medium,1,0,74,3.657648,24.880772,7.0753417,41.559223
19,Male,India,Instagram,Entertainment,Medium,2,0,74,3.733728,23.32336,7.007379,39.475742
21,Female,India,Instagram,Entertainment,Medium,3,0,74,3.5903068,26.20457,7.1471467,41.63908
21,Male,India,Instagram,Entertainment,Medium,3,0,74,3.5696902,24.919472,7.1895447,38.523125
13,Female,India,TikTok,Entertainment,Medium,3,1,74,3.5262737,22.882965,7.1239204,39.414593
13,Male,India,TikTok,Entertainment,Medium,3,1,74,3.5690627,25.70506,7.199543,40.047085
18,Female,India,TikTok,Entertainment,Medium,5,1,74,3.6548848,24.257175,7.1532545,40.064766
21,Female,India,TikTok,Entertainment,Medium,4,1,74,3.8145165,25.809956,7.050598,38.574104
25,Female,India,TikTok,Entertainment,Medium,1,1,74,3.611665,24.849075,7.1344285,38.999672
25,Male,India,TikTok,Entertainment,Medium,4,1,74,3.6545672,24.822205,7.175939,39.826374
14,Male,India,YouTube,Entertainment,Medium,1,1,74,3.6546006,25.689383,7.0394516,37.494896
23,Male,India,YouTube,Entertainment,Medium,3,1,74,3.7200954,24.406834,6.9711237,41.387863
16,Female,India,Instagram,Entertainment,Medium,2,0,73,3.8020363,26.517004,6.939702,36.452988
16,Male,India,Instagram,Entertainment,Medium,5,0,73,3.6776948,25.178131,7.190078,39.934105
24,Female,India,Instagram,Socializing,Medium,5,1,73,3.6926467,23.948452,7.1890373,38.301323
25,Female,India,Instagram,Socializing,Medium,1,1,73,3.6280217,25.355005,6.986412,41.605934
15,Male,India,TikTok,Entertainment,Medium,3,1,73,3.6908126,22.752605,7.000772,45.423626
16,Female,India,TikTok,Entertainment,Medium,2,1,73,3.8900304,26.645102,6.865158,41.84928
18,Male,India,TikTok,Entertainment,Medium,1,1,73,3.6422184,27.189997,7.0497866,40.481117
21,Female,India,TikTok,Entertainment,Medium,3,1,73,3.5896554,26.118176,7.0537124,42.132656
22,Male,India,TikTok,Entertainment,Medium,1,1,73,3.7382798,25.156475,6.939205,40.50412
23,Female,India,TikTok,Entertainment,Medium,2,1,73,3.6074276,25.007349,7.1217437,41.522167
18,Male,India,YouTube,Entertainment,Medium,4,1,73,3.676246,24.949694,7.0014253,42.009136
23,Male,India,YouTube,Entertainment,Medium,1,1,73,3.5855858,25.639225,7.43587,41.394413
14,Male,India,Instagram,Entertainment,Medium,4,0,72,3.6958725,27.180798,7.06845,43.640377
17,Female,India,Instagram,Entertainment,Medium,2,0,72,3.8614097,26.224264,6.770854,41.23115
17,Female,India,Instagram,Entertainment,Medium,4,0,72,3.6531975,22.461758,7.144005,39.498493
17,Female,India,Instagram,Socializing,Medium,2,1,72,3.6569118,26.000357,6.891566,38.16967
20,Female,India,Instagram,Entertainment,Medium,1,0,72,3.7985566,23.805002,7.1723695,39.97973
20,Female,India,Instagram,Entertainment,Medium,5,0,72,3.67154,25.2844,7.2700796,40.094654
21,Male,India,Instagram,Entertainment,Medium,2,0,72,3.7637486,27.04153,7.046913,37.757004
23,Male,India,Instagram,Entertainment,Medium,3,0,72,3.8608108,23.749294,6.851252,37.270042
25,Male,India,Instagram,Entertainment,Medium,4,0,72,3.7963767,25.541298,7.033062,41.30085
14,Female,India,TikTok,Entertainment,Medium,1,1,72,3.7134037,26.099024,6.745326,42.326653
27,Male,India,TikTok,Entertainment,Medium,3,1,72,3.6791584,25.771244,6.9315505,37.378967
14,Female,India,YouTube,Socializing,Medium,1,1,72,3.6929698,23.640524,6.89628,36.808224
15,Male,India,YouTube,Entertainment,Medium,5,1,72,3.6987557,24.414066,6.9261637,42.215347
17,Female,India,YouTube,Entertainment,Medium,2,1,72,3.62641,24.418552,7.2809014,41.08503
22,Male,India,YouTube,Entertainment,Medium,1,1,72,3.7663321,23.727453,7.1067657,40.621826
23,Female,India,YouTube,Entertainment,Medium,5,1,72,3.7972426,24.97852,7.0445647,41.481407
16,Male,India,Instagram,Entertainment,Medium,4,0,71,3.62939,22.736315,6.984713,43.322716
19,Male,India,Instagram,Entertainment,Medium,4,0,71,3.8341625,26.2255,6.958206,41.513744
19,Male,India,Instagram,Socializing,Medium,2,1,71,3.6495202,27.97053,7.0986085,42.050117
21,Male,India,Instagram,Entertainment,Medium,5,0,71,3.7763035,24.535826,7.0348787,37.76418
22,Male,India,Instagram,Entertainment,Medium,1,0,71,3.6551697,25.346964,6.9662156,40.05519
23,Male,India,Instagram,Socializing,Medium,2,1,71,3.7481358,27.165447,7.118104,38.713165
24,Female,India,Instagram,Entertainment,Medium,2,1,71,3.7228703,25.674002,6.829299,41.633583
24,Male,India,Instagram,Entertainment,Medium,3,0,71,3.522443,23.49135,7.382415,41.52464
25,Male,India,Instagram,Entertainment,Medium,5,0,71,3.7458663,25.478344,6.969419,44.908092
26,Female,India,Instagram,Entertainment,Medium,2,0,71,3.7255454,25.10641,7.043676,37.34704
26,Male,India,Instagram,Entertainment,Medium,4,0,71,3.7907822,23.887844,6.9646325,40.629368
27,Male,India,Instagram,Entertainment,Medium,5,0,71,3.7038097,25.554455,7.1404395,40.687828
14,Male,India,TikTok,Entertainment,Medium,3,1,71,3.662419,25.59,7.143857,37.588768
19,Female,India,TikTok,Entertainment,Medium,2,1,71,3.5619736,25.88934,7.113939,36.04351
20,Male,India,TikTok,Entertainment,Medium,1,1,71,3.6245613,23.605684,7.162791,38.4399
21,Male,India,TikTok,Entertainment,Medium,3,1,71,3.6651511,25.53116,7.1304827,42.149788
22,Female,India,TikTok,Entertainment,Medium,4,1,71,3.5622087,23.214931,7.10681,35.343204
23,Male,India,TikTok,Entertainment,Medium,4,0,71,3.8197427,25.37967,7.065955,40.848946
26,Male,India,TikTok,Entertainment,Medium,3,1,71,3.867805,26.776169,7.0046973,38.194317
27,Female,India,TikTok,Entertainment,Medium,3,1,71,3.6736112,23.45735,7.0417786,42.893547
20,Male,India,YouTube,Entertainment,Medium,1,1,71,3.8073514,23.857075,6.984941,43.57325
27,Male,India,YouTube,Entertainment,Medium,1,1,71,3.710891,22.899948,7.1233826,39.812748
14,Female,USA,Instagram,Entertainment,Medium,4,1,71,3.7080986,25.468697,7.0475016,39.293865
13,Female,India,Instagram,Socializing,Medium,5,1,70,3.7221446,24.945572,7.183667,41.6336
14,Female,India,Instagram,Entertainment,Medium,5,0,70,3.712803,26.360529,7.157735,39.910816
16,Male,India,Instagram,Entertainment,Medium,2,0,70,3.6241794,26.367727,7.0922484,38.215454
20,Male,India,Instagram,Entertainment,Medium,5,0,70,3.638001,26.46928,7.0272713,40.7992
21,Male,India,Instagram,Socializing,Medium,3,1,70,3.7206254,24.75292,7.270037,35.9892
23,Female,India,Instagram,Education,Medium,4,1,70,3.708964,26.042877,7.018388,44.15615
23,Male,India,Instagram,Socializing,Medium,5,1,70,3.6238277,24.849497,7.1051264,37.24666
24,Female,India,Instagram,Entertainment,Medium,1,0,70,3.6922715,25.992504,7.0519876,40.279156
24,Female,India,Instagram,Entertainment,Medium,5,0,70,3.7360377,25.797153,6.9657617,39.715233
25,Female,India,Instagram,Socializing,Medium,2,1,70,3.6531563,24.72607,7.006883,35.271893
26,Male,India,Instagram,Socializing,Medium,1,1,70,3.6575992,25.434446,7.158404,38.233543
20,Female,India,TikTok,Entertainment,Medium,1,1,70,3.6483395,23.262413,6.899066,39.233818
22,Male,India,TikTok,Entertainment,Medium,4,1,70,3.6779335,24.16055,7.036199,43.315052
25,Female,India,TikTok,Entertainment,Medium,3,0,70,3.738057,23.592075,6.907656,40.02465
26,Female,India,TikTok,Entertainment,Medium,1,0,70,3.6921425,25.702496,6.9220862,40.46291
16,Male,India,YouTube,Entertainment,Medium,5,1,70,3.5598054,23.685614,7.001994,39.123238
19,Female,India,YouTube,Entertainment,Medium,3,1,70,3.6065698,27.212818,7.187606,37.57973
19,Female,India,YouTube,Entertainment,Medium,4,0,70,3.630478,25.437815,7.140254,41.40925
19,Male,India,YouTube,Socializing,Medium,1,1,70,3.6792228,23.299356,7.044739,43.17761
22,Female,India,YouTube,Entertainment,Medium,2,1,70,3.5817513,25.376484,7.1951995,40.944653
22,Female,India,YouTube,Entertainment,Medium,5,1,70,3.7873302,26.460743,6.827571,36.760963
22,Male,India,YouTube,Entertainment,Medium,5,1,70,3.6480198,25.6781,7.091281,40.83595
13,Female,USA,Instagram,Entertainment,Medium,2,1,70,3.6179104,25.31458,7.1591177,41.30673
13,Female,USA,Instagram,Entertainment,Medium,3,1,70,3.5598648,26.370096,7.059114,40.586475
15,Male,USA,Instagram,Entertainment,Medium,2,1,70,3.848861,24.973692,7.2121034,42.532448
16,Female,USA,Instagram,Entertainment,Medium,4,1,70,3.6468456,25.699757,7.093202,42.482895
18,Male,India,Instagram,Entertainment,Medium,2,0,69,3.6748447,26.759281,7.049085,42.088093
19,Female,India,Instagram,Socializing,Medium,3,1,69,3.5506978,23.10854,7.46159,39.906067
23,Female,India,Instagram,Entertainment,Medium,1,0,69,3.7293243,26.090368,6.9721613,43.937847
26,Female,India,Instagram,Socializing,Medium,3,1,69,3.6130295,24.778784,7.0142455,40.029663
13,Male,India,TikTok,Entertainment,Medium,5,0,69,3.6745899,24.308691,6.98843,36.517616
27,Female,India,TikTok,Entertainment,Medium,1,1,69,3.7824874,25.140636,6.877597,39.63091
14,Female,India,YouTube,Entertainment,Medium,1,1,69,3.769104,24.630466,6.982473,37.236015
14,Female,India,YouTube,Entertainment,Medium,2,1,69,3.7166786,25.482365,6.9204035,40.120277
15,Female,India,YouTube,Entertainment,Medium,3,1,69,3.761483,25.800562,7.175402,37.47294
15,Female,India,YouTube,Entertainment,Medium,4,0,69,3.6480312,25.708185,6.793248,41.419655
15,Male,India,YouTube,Entertainment,Medium,1,1,69,3.7572587,24.382778,7.1778555,40.672066
17,Male,India,YouTube,Entertainment,Medium,3,1,69,3.6572158,25.02021,7.104726,35.146748
18,Female,India,YouTube,Entertainment,Medium,1,1,69,3.7171993,24.498735,7.216367,39.130913
25,Male,India,YouTube,Entertainment,Medium,3,1,69,3.8430107,23.793377,6.865805,42.553596
27,Female,India,YouTube,Entertainment,Medium,4,1,69,3.788901,25.756481,6.917737,37.81234
17,Male,USA,Instagram,Entertainment,Medium,4,1,69,3.6516883,25.284805,7.1060843,40.339165
26,Male,USA,Instagram,Entertainment,Medium,4,1,69,3.7584271,24.293644,7.1127715,38.170326
13,Male,India,Instagram,Entertainment,Medium,3,0,68,3.6739917,24.440735,7.0398893,42.013878
13,Male,India,Instagram,Socializing,Medium,4,1,68,3.6326127,24.146961,7.2807145,38.895092
14,Female,India,Instagram,Socializing,Medium,1,1,68,3.8374286,23.660753,6.857103,38.09721
17,Male,India,Instagram,Entertainment,Medium,4,0,68,3.6125,26.584015,7.0544844,36.90995
17,Male,India,Instagram,Socializing,Medium,3,1,68,3.6064765,24.760462,7.28374,40.719852
18,Male,India,Instagram,Socializing,Medium,4,1,68,3.7406204,25.34122,6.903983,43.74936
20,Male,India,Instagram,Socializing,Medium,1,1,68,3.650957,22.120901,7.061197,39.580154
22,Female,India,Instagram,Entertainment,Medium,2,0,68,3.7408605,23.445105,7.0452538,38.148666
22,Female,India,Instagram,Entertainment,Medium,5,0,68,3.614956,26.892563,7.0051537,40.24369
23,Female,India,Instagram,Entertainment,Medium,2,0,68,3.6408877,25.515326,7.072995,40.412
